Nb,Sector,Type,magnet,Loop,nc,L,QS,Kvmax,R,u0,QEH,T2,CV1,CV2,P1,P4,T3,T1,Qbs,MassFlow,TC84x,TC94x
214,45,ARC,Q33,QRLAA_33L5_X43,4,53,7,0.39,44,9,LBALB_33L5_EH843,LBALB_33L5_TT843,QRLAA_33L5_CV943,0,QRLAA_33L5_PT961,QRLAA_33L5_PT991,QRLAA_33L5_TT943,QRLAA_33L5_TT961,QRLAA_33L5_QBS943,QRLAA_33L5_FT943,LBALB_33L5_TC843,QRLAA_33L5_TC943
215,45,ARC,Q32,QRLAB_31L5_X47,4,53,7,0.39,41,10,LQOAN_32L5_EH847,LQOAN_32L5_TT847,QRLAB_31L5_CV947,0,QRLAA_33L5_PT961,QRLAA_33L5_PT991,QRLAB_31L5_TT947,QRLAA_33L5_TT961,QRLAB_31L5_QBS947,QRLAB_31L5_FT947,LQOAN_32L5_TC847,QRLAB_31L5_TC947
216,45,ARC,Q31,QRLAB_31L5_X43,4,53,7,0.39,31,10,LBALB_31L5_EH843,LBALB_31L5_TT843,QRLAB_31L5_CV943,0,QRLAA_29L5_PT961,QRLAA_29L5_PT991,QRLAB_31L5_TT943,QRLAA_29L5_TT961,QRLAB_31L5_QBS943,QRLAB_31L5_FT943,LBALB_31L5_TC843,QRLAB_31L5_TC943
217,45,ARC,Q30,QRLAA_29L5_X47,4,53,7,0.39,41,10,LQOAH_30L5_EH847,LQOAH_30L5_TT847,QRLAA_29L5_CV947,0,QRLAA_29L5_PT961,QRLAA_29L5_PT991,QRLAA_29L5_TT947,QRLAA_29L5_TT961,QRLAA_29L5_QBS947,QRLAA_29L5_FT947,LQOAH_30L5_TC847,QRLAA_29L5_TC947
218,45,ARC,Q29,QRLAA_29L5_X43,4,53,7,0.39,39,10,LBALB_29L5_EH843,LBALB_29L5_TT843,QRLAA_29L5_CV943,0,QRLAA_29L5_PT961,QRLAA_29L5_PT991,QRLAA_29L5_TT943,QRLAA_29L5_TT961,QRLAA_29L5_QBS943,QRLAA_29L5_FT943,LBALB_29L5_TC843,QRLAA_29L5_TC943
219,45,ARC,Q28,QRLAB_27L5_X47,4,53,7,0.39,44,10,LQOAN_28L5_EH847,LQOAN_28L5_TT847,QRLAB_27L5_CV947,0,QRLAA_29L5_PT961,QRLAA_29L5_PT991,QRLAB_27L5_TT947,QRLAA_29L5_TT961,QRLAB_27L5_QBS947,QRLAB_27L5_FT947,LQOAN_28L5_TC847,QRLAB_27L5_TC947
220,45,ARC,Q27,QRLAB_27L5_X43,4,53,7,0.39,33,10,LBALB_27L5_EH843,LBALB_27L5_TT843,QRLAB_27L5_CV943,0,QRLAA_25L5_PT961,QRLAA_25L5_PT991,QRLAB_27L5_TT943,QRLAA_25L5_TT961,QRLAB_27L5_QBS943,QRLAB_27L5_FT943,LBALB_27L5_TC843,QRLAB_27L5_TC943
221,45,ARC,Q26,QRLAA_25L5_X47,4,53,7,0.39,40,10,LQOAH_26L5_EH847,LQOAH_26L5_TT847,QRLAA_25L5_CV947,0,QRLAA_25L5_PT961,QRLAA_25L5_PT991,QRLAA_25L5_TT947,QRLAA_25L5_TT961,QRLAA_25L5_QBS947,QRLAA_25L5_FT947,LQOAH_26L5_TC847,QRLAA_25L5_TC947
222,45,ARC,Q25,QRLAA_25L5_X43,4,53,7,0.39,47,10,LBALB_25L5_EH843,LBALB_25L5_TT843,QRLAA_25L5_CV943,0,QRLAA_25L5_PT961,QRLAA_25L5_PT991,QRLAA_25L5_TT943,QRLAA_25L5_TT961,QRLAA_25L5_QBS943,QRLAA_25L5_FT943,LBALB_25L5_TC843,QRLAA_25L5_TC943
223,45,ARC,Q24,QRLAB_23L5_X47,4,53,7,0.39,47,10,LQOAH_24L5_EH847,LQOAH_24L5_TT847,QRLAB_23L5_CV947,0,QRLAA_25L5_PT961,QRLAA_25L5_PT991,QRLAB_23L5_TT947,QRLAA_25L5_TT961,QRLAB_23L5_QBS947,QRLAB_23L5_FT947,LQOAH_24L5_TC847,QRLAB_23L5_TC947
224,45,ARC,Q23,QRLAB_23L5_X43,4,53,7,0.39,43,10,LBALB_23L5_EH843,LBALB_23L5_TT843,QRLAB_23L5_CV943,0,QRLAA_21L5_PT961,QRLAA_21L5_PT991,QRLAB_23L5_TT943,QRLAA_21L5_TT961,QRLAB_23L5_QBS943,QRLAB_23L5_FT943,LBALB_23L5_TC843,QRLAB_23L5_TC943
225,45,ARC,Q22,QRLAA_21L5_X47,4,53,7,0.39,36,10,LQOAH_22L5_EH847,LQOAH_22L5_TT847,QRLAA_21L5_CV947,0,QRLAA_21L5_PT961,QRLAA_21L5_PT991,QRLAA_21L5_TT947,QRLAA_21L5_TT961,QRLAA_21L5_QBS947,QRLAA_21L5_FT947,LQOAH_22L5_TC847,QRLAA_21L5_TC947
226,45,ARC,Q21,QRLAA_21L5_X43,4,53,7,0.39,36,10,LBALB_21L5_EH843,LBALB_21L5_TT843,QRLAA_21L5_CV943,0,QRLAA_21L5_PT961,QRLAA_21L5_PT991,QRLAA_21L5_TT943,QRLAA_21L5_TT961,QRLAA_21L5_QBS943,QRLAA_21L5_FT943,LBALB_21L5_TC843,QRLAA_21L5_TC943
227,45,ARC,Q20,QRLAB_19L5_X47,4,53,7,0.39,37,10,LQATI_20L5_EH847,LQATI_20L5_TT847,QRLAB_19L5_CV947,0,QRLAA_21L5_PT961,QRLAA_21L5_PT991,QRLAB_19L5_TT947,QRLAA_21L5_TT961,QRLAB_19L5_QBS947,QRLAB_19L5_FT947,LQATI_20L5_TC847,QRLAB_19L5_TC947
228,45,ARC,Q19,QRLAB_19L5_X43,4,53,7,0.39,46,10,LBALB_19L5_EH843,LBALB_19L5_TT843,QRLAB_19L5_CV943,0,QRLAA_17L5_PT961,QRLAA_17L5_PT991,QRLAB_19L5_TT943,QRLAA_17L5_TT961,QRLAB_19L5_QBS943,QRLAB_19L5_FT943,LBALB_19L5_TC843,QRLAB_19L5_TC943
229,45,ARC,Q18,QRLAA_17L5_X47,4,53,7,0.39,37,10,LQATI_18L5_EH847,LQATI_18L5_TT847,QRLAA_17L5_CV947,0,QRLAA_17L5_PT961,QRLAA_17L5_PT991,QRLAA_17L5_TT947,QRLAA_17L5_TT961,QRLAA_17L5_QBS947,QRLAA_17L5_FT947,LQATI_18L5_TC847,QRLAA_17L5_TC947
230,45,ARC,Q17,QRLAA_17L5_X43,4,53,7,0.39,39,10,LBALB_17L5_EH843,LBALB_17L5_TT843,QRLAA_17L5_CV943,0,QRLAA_17L5_PT961,QRLAA_17L5_PT991,QRLAA_17L5_TT943,QRLAA_17L5_TT961,QRLAA_17L5_QBS943,QRLAA_17L5_FT943,LBALB_17L5_TC843,QRLAA_17L5_TC943
231,45,ARC,Q16,QRLAB_15L5_X47,4,53,7,0.39,35,9,LQATI_16L5_EH847,LQATI_16L5_TT847,QRLAB_15L5_CV947,0,QRLAA_17L5_PT961,QRLAA_17L5_PT991,QRLAB_15L5_TT947,QRLAA_17L5_TT961,QRLAB_15L5_QBS947,QRLAB_15L5_FT947,LQATI_16L5_TC847,QRLAB_15L5_TC947
232,45,ARC,Q15,QRLAB_15L5_X43,4,53,7,0.39,48,10,LBALB_15L5_EH843,LBALB_15L5_TT843,QRLAB_15L5_CV943,0,QRLAA_13L5_PT961,QRLAA_13L5_PT991,QRLAB_15L5_TT943,QRLAA_13L5_TT961,QRLAB_15L5_QBS943,QRLAB_15L5_FT943,LBALB_15L5_TC843,QRLAB_15L5_TC943
233,45,ARC,Q14,QRLAA_13L5_X47,4,53,7,0.39,35,11,LQATI_14L5_EH847,LQATI_14L5_TT847,QRLAA_13L5_CV947,0,QRLAA_13L5_PT961,QRLAA_13L5_PT991,QRLAA_13L5_TT947,QRLAA_13L5_TT961,QRLAA_13L5_QBS947,QRLAA_13L5_FT947,LQATI_14L5_TC847,QRLAA_13L5_TC947
234,45,ARC,Q13,QRLAA_13L5_X43,4,53,7,0.39,43,10,LBALB_13L5_EH843,LBALB_13L5_TT843,QRLAA_13L5_CV943,0,QRLAA_13L5_PT961,QRLAA_13L5_PT991,QRLAA_13L5_TT943,QRLAA_13L5_TT961,QRLAA_13L5_QBS943,QRLAA_13L5_FT943,LBALB_13L5_TC843,QRLAA_13L5_TC943
235,45,ARC,Q12,QRLAB_11L5_X47,4,53,7,0.39,33,10,LQATI_12L5_EH847,LQATI_12L5_TT847,QRLAB_11L5_CV947,0,QRLAA_13L5_PT961,QRLAA_13L5_PT991,QRLAB_11L5_TT947,QRLAA_13L5_TT961,QRLAB_11L5_QBS947,QRLAB_11L5_FT947,LQATI_12L5_TC847,QRLAB_11L5_TC947
236,45,ARC,Q11,QRLAB_11L5_X43,4,45,7,0.39,41,10,LBBLP_11L5_EH843,LBBLP_11L5_TT843,QRLAB_11L5_CV943,0,QRLBA_09L5_PT961,QRLBA_09L5_PT991,QRLAB_11L5_TT943,QRLBA_09L5_TT961,QRLAB_11L5_QBS943,QRLAB_11L5_FT943,LBBLP_11L5_TC843,QRLAB_11L5_TC943
237,45,ARC,Q10,QRLBA_09L5_X47,4,45,7,0.39,39,10,LQNCB_10L5_EH847,LQNCB_10L5_TT847,QRLBA_09L5_CV947,0,QRLBA_09L5_PT961,QRLBA_09L5_PT991,QRLBA_09L5_TT947,QRLBA_09L5_TT961,QRLBA_09L5_QBS947,QRLBA_09L5_FT947,LQNCB_10L5_TC847,QRLBA_09L5_TC947
238,45,ARC,Q9,QRLBA_09L5_X43,4,45,7,0.39,39,10,LBBLF_09L5_EH843,LBBLF_09L5_TT843,QRLBA_09L5_CV943,0,QRLBA_09L5_PT961,QRLBA_09L5_PT991,QRLBA_09L5_TT943,QRLBA_09L5_TT961,QRLBA_09L5_QBS943,QRLBA_09L5_FT943,LBBLF_09L5_TC843,QRLBA_09L5_TC943
239,45,LSS,Q8,QRLCB_07L5_X43,4,40,7,0.22,48,10,LQNCB_08L5_EH847,LQNCB_08L5_TT847,QRLCB_07L5_CV943,QRLCB_07L5_CV947,QRLBA_09L5_PT961,QRLBA_09L5_PT991,QRLCB_07L5_TT943,QRLBA_09L5_TT961,QRLCB_07L5_QBS947,QRLCB_07L5_FT947,LQNCB_08L5_TC847,QRLCB_07L5_TC943
240,45,LSS,Q7,QRLCB_07L5_X45,4,13.5,7,0.22,54,10,LQNFG_07L5_EH845,LQNFG_07L5_TT845,QRLCB_07L5_CV945,0,QRLBA_09L5_PT961,QRLBA_09L5_PT991,QRLCB_07L5_TT945,QRLBA_09L5_TT961,QRLCB_07L5_QBS945,QRLCB_07L5_FT945,LQNFG_07L5_TC845,QRLCB_07L5_TC945
241,45,LSS,Q6,QRLEC_06L5_X47,4,16,0,0.17,0,44,LQNDB_06L5_EH847,LQNDB_06L5_TT847A,QRLEC_06L5_CV947,0,QRLEC_06L5_PT961,QRLEC_06L5_PT991,QRLEC_06L5_TT947,QRLEC_06L5_TT961,QRLEC_06L5_QBS947,QRLEC_06L5_FT947,LQNDB_06L5_TC847,QRLEC_06L5_TC947
242,45,LSS,Q5,QRLEC_05L5_X47,4,16,7,0.15,0,42,LQNDA_05L5_EH847,LQNDA_05L5_TT847A,QRLEC_05L5_CV947,0,QRLEC_05L5_PT961,QRLEC_05L5_PT991,QRLEC_05L5_TT947,QRLEC_05L5_TT961,QRLEC_05L5_QBS947,QRLEC_05L5_FT947,LQNDA_05L5_TC847,QRLEC_05L5_TC947
243,45,LSS,D2Q4,QRLFC_04L5_X47,4,39,2,0.15,0,52,LQYCB_04L5_EH847,LQYCB_04L5_TT847A,QRLFC_04L5_CV947,0,QRLFC_04L5_PT961,QRLFC_04L5_PT991,QRLFC_04L5_TT947,QRLFC_04L5_TT961,QRLFC_04L5_QBS947,QRLFC_04L5_FT947,LQYCB_04L5_TC847,QRLFC_04L5_TC947
244,45,LSS,Q1Q2Q3,QRLGD_03L5_X47,2,35,7,0.26,27,10,LQXAB_01L5_EH847,LQXAB_01L5_TT847A,QRLGD_03L5_CV947,0,QRLGD_03L5_PT961,QRLGD_03L5_PT991,QRLGD_03L5_TT947,QRLGD_03L5_TT961,QRLGD_03L5_QBS947,QRLGD_03L5_FT947,LQXAB_01L5_TC847,QRLGD_03L5_TC947
245,56,LSS,Q1Q2Q3,QRLGB_03R5_X47,2,35,7,0.26,24,9,LQXAA_01R5_EH847,LQXAA_01R5_TT847A,QRLGB_03R5_CV947,0,QRLGB_03R5_PT961,QRLGB_03R5_PT991,QRLGB_03R5_TT947,QRLGB_03R5_TT961,QRLGB_03R5_QBS947,QRLGB_03R5_FT947,LQXAA_01R5_TC847,QRLGB_03R5_TC947
246,56,LSS,D2Q4,QRLFD_04R5_X47,4,39,5,0.2,0,59,LQYCD_04R5_EH847,LQYCD_04R5_TT847A,QRLFD_04R5_CV947,0,QRLFD_04R5_PT961,QRLFD_04R5_PT991,QRLFD_04R5_TT947,QRLFD_04R5_TT961,QRLFD_04R5_QBS947,QRLFD_04R5_FT947,LQYCD_04R5_TC847,QRLFD_04R5_TC947
247,56,LSS,Q5,QRLEC_05R5_X47,4,16,7,0.25,0,50,LQNDA_05R5_EH847,LQNDA_05R5_TT847A,QRLEC_05R5_CV947,0,QRLEC_05R5_PT961,QRLEC_05R5_PT991,QRLEC_05R5_TT947,QRLEC_05R5_TT961,QRLEC_05R5_QBS947,QRLEC_05R5_FT947,LQNDA_05R5_TC847,QRLEC_05R5_TC947
248,56,LSS,Q6,QRLEC_06R5_X47,4,16,7,0.26,0,49,LQNDB_06R5_EH847,LQNDB_06R5_TT847A,QRLEC_06R5_CV947,0,QRLEC_06R5_PT961,QRLEC_06R5_PT991,QRLEC_06R5_TT947,QRLEC_06R5_TT961,QRLEC_06R5_QBS947,QRLEC_06R5_FT947,LQNDB_06R5_TC847,QRLEC_06R5_TC947
249,56,LSS,Q7,QRLCH_07R5_X43,4,40,7,0.26,37,7,LBBRF_08R5_EH843,LBBRF_08R5_TT843,QRLCH_07R5_CV943,QRLCH_07R5_CV947,QRLBA_09R5_PT961,QRLBA_09R5_PT991,QRLCH_07R5_TT943,QRLBA_09R5_TT961,QRLCH_07R5_QBS943,QRLCH_07R5_FT943,LBBRF_08R5_TC843,QRLCH_07R5_TC943
250,56,ARC,Q8,QRLBA_09R5_X47,4,45,7,0.39,41,7,LQNCE_08R5_EH847,LQNCE_08R5_TT847,QRLBA_09R5_CV947,0,QRLBA_09R5_PT961,QRLBA_09R5_PT991,QRLBA_09R5_TT947,QRLBA_09R5_TT961,QRLBA_09R5_QBS947,QRLBA_09R5_FT947,LQNCE_08R5_TC847,QRLBA_09R5_TC947
251,56,ARC,Q9,QRLBA_09R5_X43,4,45,7,0.39,43,8,LBBRF_10R5_EH843,LBBRF_10R5_TT843,QRLBA_09R5_CV943,0,QRLBA_09R5_PT961,QRLBA_09R5_PT991,QRLBA_09R5_TT943,QRLBA_09R5_TT961,QRLBA_09R5_QBS943,QRLBA_09R5_FT943,LBBRF_10R5_TC843,QRLBA_09R5_TC943
252,56,ARC,Q10,QRLAB_11R5_X47,4,45,7,0.39,60,9,LQNCE_10R5_EH847,LQNCE_10R5_TT847,QRLAB_11R5_CV947,0,QRLBA_09R5_PT961,QRLBA_09R5_PT991,QRLAB_11R5_TT947,QRLBA_09R5_TT961,QRLAB_11R5_QBS947,QRLAB_11R5_FT947,LQNCE_10R5_TC847,QRLAB_11R5_TC947
253,56,ARC,Q11,QRLAB_11R5_X43,4,53,7,0.39,30,8,LBARB_12R5_EH843,LBARB_12R5_TT843,QRLAB_11R5_CV943,0,QRLAA_13R5_PT961,QRLAA_13R5_PT991,QRLAB_11R5_TT943,QRLAA_13R5_TT961,QRLAB_11R5_QBS943,QRLAB_11R5_FT943,LBARB_12R5_TC843,QRLAB_11R5_TC943
254,56,ARC,Q12,QRLAA_13R5_X47,4,53,7,0.39,31,8,LQATH_12R5_EH847,LQATH_12R5_TT847,QRLAA_13R5_CV947,0,QRLAA_13R5_PT961,QRLAA_13R5_PT991,QRLAA_13R5_TT947,QRLAA_13R5_TT961,QRLAA_13R5_QBS947,QRLAA_13R5_FT947,LQATH_12R5_TC847,QRLAA_13R5_TC947
255,56,ARC,Q13,QRLAA_13R5_X43,4,53,7,0.39,37,8,LBARB_14R5_EH843,LBARB_14R5_TT843,QRLAA_13R5_CV943,0,QRLAA_13R5_PT961,QRLAA_13R5_PT991,QRLAA_13R5_TT943,QRLAA_13R5_TT961,QRLAA_13R5_QBS943,QRLAA_13R5_FT943,LBARB_14R5_TC843,QRLAA_13R5_TC943
256,56,ARC,Q14,QRLAB_15R5_X47,4,53,7,0.39,38,9,LQATH_14R5_EH847,LQATH_14R5_TT847,QRLAB_15R5_CV947,0,QRLAA_13R5_PT961,QRLAA_13R5_PT991,QRLAB_15R5_TT947,QRLAA_13R5_TT961,QRLAB_15R5_QBS947,QRLAB_15R5_FT947,LQATH_14R5_TC847,QRLAB_15R5_TC947
257,56,ARC,Q15,QRLAB_15R5_X43,4,53,7,0.39,37,8,LBARB_16R5_EH843,LBARB_16R5_TT843,QRLAB_15R5_CV943,0,QRLAA_17R5_PT961,QRLAA_17R5_PT991,QRLAB_15R5_TT943,QRLAA_17R5_TT961,QRLAB_15R5_QBS943,QRLAB_15R5_FT943,LBARB_16R5_TC843,QRLAB_15R5_TC943
258,56,ARC,Q16,QRLAA_17R5_X47,4,53,7,0.39,41,9,LQATH_16R5_EH847,LQATH_16R5_TT847,QRLAA_17R5_CV947,0,QRLAA_17R5_PT961,QRLAA_17R5_PT991,QRLAA_17R5_TT947,QRLAA_17R5_TT961,QRLAA_17R5_QBS947,QRLAA_17R5_FT947,LQATH_16R5_TC847,QRLAA_17R5_TC947
259,56,ARC,Q17,QRLAA_17R5_X43,4,53,7,0.39,28,8,LBARB_18R5_EH843,LBARB_18R5_TT843,QRLAA_17R5_CV943,0,QRLAA_17R5_PT961,QRLAA_17R5_PT991,QRLAA_17R5_TT943,QRLAA_17R5_TT961,QRLAA_17R5_QBS943,QRLAA_17R5_FT943,LBARB_18R5_TC843,QRLAA_17R5_TC943
260,56,ARC,Q18,QRLAB_19R5_X47,4,53,7,0.39,36,9,LQATH_18R5_EH847,LQATH_18R5_TT847,QRLAB_19R5_CV947,0,QRLAA_17R5_PT961,QRLAA_17R5_PT991,QRLAB_19R5_TT947,QRLAA_17R5_TT961,QRLAB_19R5_QBS947,QRLAB_19R5_FT947,LQATH_18R5_TC847,QRLAB_19R5_TC947
261,56,ARC,Q19,QRLAB_19R5_X43,4,53,7,0.39,34,9,LBARB_20R5_EH843,LBARB_20R5_TT843,QRLAB_19R5_CV943,0,QRLAA_21R5_PT961,QRLAA_21R5_PT991,QRLAB_19R5_TT943,QRLAA_21R5_TT961,QRLAB_19R5_QBS943,QRLAB_19R5_FT943,LBARB_20R5_TC843,QRLAB_19R5_TC943
262,56,ARC,Q20,QRLAA_21R5_X47,4,53,7,0.39,29,8,LQATH_20R5_EH847,LQATH_20R5_TT847,QRLAA_21R5_CV947,0,QRLAA_21R5_PT961,QRLAA_21R5_PT991,QRLAA_21R5_TT947,QRLAA_21R5_TT961,QRLAA_21R5_QBS947,QRLAA_21R5_FT947,LQATH_20R5_TC847,QRLAA_21R5_TC947
263,56,ARC,Q21,QRLAA_21R5_X43,4,53,7,0.39,36,8,LBARB_22R5_EH843,LBARB_22R5_TT843,QRLAA_21R5_CV943,0,QRLAA_21R5_PT961,QRLAA_21R5_PT991,QRLAA_21R5_TT943,QRLAA_21R5_TT961,QRLAA_21R5_QBS943,QRLAA_21R5_FT943,LBARB_22R5_TC843,QRLAA_21R5_TC943
264,56,ARC,Q22,QRLAB_23R5_X47,4,53,7,0.39,35,9,LQOAG_22R5_EH847,LQOAG_22R5_TT847,QRLAB_23R5_CV947,0,QRLAA_21R5_PT961,QRLAA_21R5_PT991,QRLAB_23R5_TT947,QRLAA_21R5_TT961,QRLAB_23R5_QBS947,QRLAB_23R5_FT947,LQOAG_22R5_TC847,QRLAB_23R5_TC947
265,56,ARC,Q23,QRLAB_23R5_X43,4,53,7,0.39,29,8,LBARB_24R5_EH843,LBARB_24R5_TT843,QRLAB_23R5_CV943,0,QRLAA_25R5_PT961,QRLAA_25R5_PT991,QRLAB_23R5_TT943,QRLAA_25R5_TT961,QRLAB_23R5_QBS943,QRLAB_23R5_FT943,LBARB_24R5_TC843,QRLAB_23R5_TC943
266,56,ARC,Q24,QRLAA_25R5_X47,4,53,7,0.39,29,8,LQOAG_24R5_EH847,LQOAG_24R5_TT847,QRLAA_25R5_CV947,0,QRLAA_25R5_PT961,QRLAA_25R5_PT991,QRLAA_25R5_TT947,QRLAA_25R5_TT961,QRLAA_25R5_QBS947,QRLAA_25R5_FT947,LQOAG_24R5_TC847,QRLAA_25R5_TC947
267,56,ARC,Q25,QRLAA_25R5_X43,4,53,7,0.39,43,8,LBARB_26R5_EH843,LBARB_26R5_TT843,QRLAA_25R5_CV943,0,QRLAA_25R5_PT961,QRLAA_25R5_PT991,QRLAA_25R5_TT943,QRLAA_25R5_TT961,QRLAA_25R5_QBS943,QRLAA_25R5_FT943,LBARB_26R5_TC843,QRLAA_25R5_TC943
268,56,ARC,Q26,QRLAB_27R5_X47,4,53,7,0.39,30,8,LQOAG_26R5_EH847,LQOAG_26R5_TT847,QRLAB_27R5_CV947,0,QRLAA_25R5_PT961,QRLAA_25R5_PT991,QRLAB_27R5_TT947,QRLAA_25R5_TT961,QRLAB_27R5_QBS947,QRLAB_27R5_FT947,LQOAG_26R5_TC847,QRLAB_27R5_TC947
269,56,ARC,Q27,QRLAB_27R5_X43,4,53,7,0.39,28,7,LBARB_28R5_EH843,LBARB_28R5_TT843,QRLAB_27R5_CV943,0,QRLAA_29R5_PT961,QRLAA_29R5_PT991,QRLAB_27R5_TT943,QRLAA_29R5_TT961,QRLAB_27R5_QBS943,QRLAB_27R5_FT943,LBARB_28R5_TC843,QRLAB_27R5_TC943
270,56,ARC,Q28,QRLAA_29R5_X47,4,53,7,0.39,42,8,LQOAG_28R5_EH847,LQOAG_28R5_TT847,QRLAA_29R5_CV947,0,QRLAA_29R5_PT961,QRLAA_29R5_PT991,QRLAA_29R5_TT947,QRLAA_29R5_TT961,QRLAA_29R5_QBS947,QRLAA_29R5_FT947,LQOAG_28R5_TC847,QRLAA_29R5_TC947
271,56,ARC,Q29,QRLAA_29R5_X43,4,53,7,0.39,29,8,LBARB_30R5_EH843,LBARB_30R5_TT843,QRLAA_29R5_CV943,0,QRLAA_29R5_PT961,QRLAA_29R5_PT991,QRLAA_29R5_TT943,QRLAA_29R5_TT961,QRLAA_29R5_QBS943,QRLAA_29R5_FT943,LBARB_30R5_TC843,QRLAA_29R5_TC943
272,56,ARC,Q30,QRLAC_31R5_X47,4,53,7,0.39,35,8,LQOAM_30R5_EH847,LQOAM_30R5_TT847,QRLAC_31R5_CV947,0,QRLAA_29R5_PT961,QRLAA_29R5_PT991,QRLAC_31R5_TT947,QRLAA_29R5_TT961,QRLAC_31R5_QBS947,QRLAC_31R5_FT947,LQOAM_30R5_TC847,QRLAC_31R5_TC947
273,56,ARC,Q31,QRLAC_31R5_X43,4,53,7,0.39,34,8,LBARB_32R5_EH843,LBARB_32R5_TT843,QRLAC_31R5_CV943,0,QRLAA_33L6_PT961,QRLAA_33L6_PT991,QRLAC_31R5_TT943,QRLAA_33L6_TT961,QRLAC_31R5_QBS943,QRLAC_31R5_FT943,LBARB_32R5_TC843,QRLAC_31R5_TC943
274,56,ARC,Q32,QRLAD_33R5_X47,4,53,7,0.39,28,7,LQOAG_32R5_EH847,LQOAG_32R5_TT847,QRLAD_33R5_CV947,0,QRLAA_33L6_PT961,QRLAA_33L6_PT991,QRLAD_33R5_TT947,QRLAA_33L6_TT961,QRLAD_33R5_QBS947,QRLAD_33R5_FT947,LQOAG_32R5_TC847,QRLAD_33R5_TC947
275,56,ARC,Q33,QRLAD_33R5_X43,4,53,7,0.39,32,8,LBARB_34R5_EH843,LBARB_34R5_TT843,QRLAD_33R5_CV943,0,QRLAA_33L6_PT961,QRLAA_33L6_PT991,QRLAD_33R5_TT943,QRLAA_33L6_TT961,QRLAD_33R5_QBS943,QRLAD_33R5_FT943,LBARB_34R5_TC843,QRLAD_33R5_TC943
276,56,ARC,Q34,QRLAA_33L6_X47,4,53,7,0.39,35,8,LQOAM_34R5_EH847,LQOAM_34R5_TT847,QRLAA_33L6_CV947,0,QRLAA_33L6_PT961,QRLAA_33L6_PT991,QRLAA_33L6_TT947,QRLAA_33L6_TT961,QRLAA_33L6_QBS947,QRLAA_33L6_FT947,LQOAM_34R5_TC847,QRLAA_33L6_TC947
277,56,ARC,Q33,QRLAA_33L6_X43,4,53,7,0.39,32,8,LBARB_33L6_EH843,LBARB_33L6_TT843,QRLAA_33L6_CV943,0,QRLAA_33L6_PT961,QRLAA_33L6_PT991,QRLAA_33L6_TT943,QRLAA_33L6_TT961,QRLAA_33L6_QBS943,QRLAA_33L6_FT943,LBARB_33L6_TC843,QRLAA_33L6_TC943
278,56,ARC,Q32,QRLAB_31L6_X47,4,53,7,0.39,31,8,LQOAM_32L6_EH847,LQOAM_32L6_TT847,QRLAB_31L6_CV947,0,QRLAA_33L6_PT961,QRLAA_33L6_PT991,QRLAB_31L6_TT947,QRLAA_33L6_TT961,QRLAB_31L6_QBS947,QRLAB_31L6_FT947,LQOAM_32L6_TC847,QRLAB_31L6_TC947
279,56,ARC,Q31,QRLAB_31L6_X43,4,53,7,0.39,32,9,LBARB_31L6_EH843,LBARB_31L6_TT843,QRLAB_31L6_CV943,0,QRLAA_33L6_PT961,QRLAA_33L6_PT991,QRLAB_31L6_TT943,QRLAA_33L6_TT961,QRLAB_31L6_QBS943,QRLAB_31L6_FT943,LBARB_31L6_TC843,QRLAB_31L6_TC943
280,56,ARC,Q30,QRLAA_29L6_X47,4,53,7,0.39,37,8,LQOAG_30L6_EH847,LQOAG_30L6_TT847,QRLAA_29L6_CV947,0,QRLAA_33L6_PT961,QRLAA_33L6_PT991,QRLAA_29L6_TT947,QRLAA_33L6_TT961,QRLAA_29L6_QBS947,QRLAA_29L6_FT947,LQOAG_30L6_TC847,QRLAA_29L6_TC947
281,56,ARC,Q29,QRLAA_29L6_X43,4,53,7,0.39,34,8,LBARB_29L6_EH843,LBARB_29L6_TT843,QRLAA_29L6_CV943,0,QRLAA_33L6_PT961,QRLAA_33L6_PT991,QRLAA_29L6_TT943,QRLAA_33L6_TT961,QRLAA_29L6_QBS943,QRLAA_29L6_FT943,LBARB_29L6_TC843,QRLAA_29L6_TC943
282,56,ARC,Q28,QRLAB_27L6_X47,4,53,7,0.39,37,8,LQOAM_28L6_EH847,LQOAM_28L6_TT847,QRLAB_27L6_CV947,0,QRLAA_25L6_PT961,QRLAA_25L6_PT991,QRLAB_27L6_TT947,QRLAA_25L6_TT961,QRLAB_27L6_QBS947,QRLAB_27L6_FT947,LQOAM_28L6_TC847,QRLAB_27L6_TC947
283,56,ARC,Q27,QRLAB_27L6_X43,4,53,7,0.39,34,7,LBARB_27L6_EH843,LBARB_27L6_TT843,QRLAB_27L6_CV943,0,QRLAA_25L6_PT961,QRLAA_25L6_PT991,QRLAB_27L6_TT943,QRLAA_25L6_TT961,QRLAB_27L6_QBS943,QRLAB_27L6_FT943,LBARB_27L6_TC843,QRLAB_27L6_TC943
284,56,ARC,Q26,QRLAA_25L6_X47,4,53,7,0.39,38,8,LQOAG_26L6_EH847,LQOAG_26L6_TT847,QRLAA_25L6_CV947,0,QRLAA_25L6_PT961,QRLAA_25L6_PT991,QRLAA_25L6_TT947,QRLAA_25L6_TT961,QRLAA_25L6_QBS947,QRLAA_25L6_FT947,LQOAG_26L6_TC847,QRLAA_25L6_TC947
