Nb,Sector,Type,magnet,Loop,QEH,T2,CV1,CV2,P1,P4,T3,T1,QS,R,Kvmax,nc,L,Qbs,MassFlow,TC84x,TC94x,rms rel error
181,34,LSS,D4Q5,QRLFF_05L4_X47,LQYBB_05L4_EH847.POSST,LQYBB_05L4_TT847A.POSST,QRLFF_05L4_CV947.POSST,0,QRLFF_05L4_PT961.POSST,QRLFF_05L4_PT991.POSST,QRLFF_05L4_TT947.POSST,QRLFF_05L4_TT961.POSST,10,100,0.1,2,33,QRLFF_05L4_QBS947.POSST,QRLFF_05L4_FT947.POSST,LQYBB_05L4_TC847,QRLFF_05L4_TC947,35
182,34,LSS,D3,QRLEB_05L4_X47,LBRSA_05L4_EH847.POSST,LBRSA_05L4_TT847.POSST,QRLEB_05L4_CV947.POSST,0,QRLEB_05L4_PT961.POSST,QRLEB_05L4_PT991.POSST,QRLEB_05L4_TT947.POSST,QRLEB_05L4_TT961.POSST,6,30,0.05,2,22,QRLEB_05L4_QBS947.POSST,QRLEB_05L4_FT947.POSST,LBRSA_05L4_TC847,QRLEB_05L4_TC947,9
183,45,LSS,D3,QRLEB_05R4_X47,LBRSB_05R4_EH847.POSST,LBRSB_05R4_TT847.POSST,QRLEB_05R4_CV947.POSST,0,QRLEB_05R4_PT961.POSST,QRLEB_05R4_PT991.POSST,QRLEB_05R4_TT947.POSST,QRLEB_05R4_TT961.POSST,0,20,0.05,2,22,QRLEB_05R4_QBS947.POSST,QRLEB_05R4_FT947.POSST,LBRSB_05R4_TC847,QRLEB_05R4_TC947,29
184,45,LSS,D4Q5,QRLFE_05R4_X47,LQYBA_05R4_EH847.POSST,LQYBA_05R4_TT847A.POSST,QRLFE_05R4_CV947.POSST,0,QRLFE_05R4_PT961.POSST,QRLFE_05R4_PT991.POSST,QRLFE_05R4_TT947.POSST,QRLFE_05R4_TT961.POSST,10,45,0.1,2,33,QRLFE_05R4_QBS947.POSST,QRLFE_05R4_FT947.POSST,LQYBA_05R4_TC847,QRLFE_05R4_TC947,17
185,45,LSS,Q6,QRLEA_06R4_X47,LQYAB_06R4_EH847.POSST,LQYAB_06R4_TT847A.POSST,QRLEA_06R4_CV947.POSST,0,QRLEA_06R4_PT961.POSST,QRLEA_06R4_PT991.POSST,QRLEA_06R4_TT947.POSST,QRLEA_06R4_TT961.POSST,0,29,0.05,2,14,QRLEA_06R4_QBS947.POSST,QRLEA_06R4_FT947.POSST,LQYAB_06R4_TC847,QRLEA_06R4_TC947,75
186,45,LSS,Q7,QRLCH_07R4_X43,LBBLF_08R4_EH843.POSST,LBBLF_08R4_TT843.POSST,QRLCH_07R4_CV943.POSST,QRLCH_07R4_CV947.POSST,QRLBA_09R4_PT961.POSST,QRLBA_09R4_PT991.POSST,QRLCH_07R4_TT943.POSST,QRLBA_09R4_TT961.POSST,2,35,0.26,4,40,QRLCH_07R4_QBS943.POSST,QRLCH_07R4_FT943.POSST,LBBLF_08R4_TC843,QRLCH_07R4_TC943,x
187,45,ARC,Q8,QRLBA_09R4_X47,LQNCD_08R4_EH847.POSST,LQNCD_08R4_TT847.POSST,QRLBA_09R4_CV947.POSST,0,QRLBA_09R4_PT961.POSST,QRLBA_09R4_PT991.POSST,QRLBA_09R4_TT947.POSST,QRLBA_09R4_TT961.POSST,5,57,0.39,4,45,QRLBA_09R4_QBS947.POSST,QRLBA_09R4_FT947.POSST,LQNCD_08R4_TC847,QRLBA_09R4_TC947,3
188,45,ARC,Q9,QRLBA_09R4_X43,LBBLF_10R4_EH843.POSST,LBBLF_10R4_TT843.POSST,QRLBA_09R4_CV943.POSST,0,QRLBA_09R4_PT961.POSST,QRLBA_09R4_PT991.POSST,QRLBA_09R4_TT943.POSST,QRLBA_09R4_TT961.POSST,5,38,0.39,4,45,QRLBA_09R4_QBS943.POSST,QRLBA_09R4_FT943.POSST,LBBLF_10R4_TC843,QRLBA_09R4_TC943,7
189,45,ARC,Q10,QRLAB_11R4_X47,LQNCD_10R4_EH847.POSST,LQNCD_10R4_TT847.POSST,QRLAB_11R4_CV947.POSST,0,QRLBA_09R4_PT961.POSST,QRLBA_09R4_PT991.POSST,QRLAB_11R4_TT947.POSST,QRLBA_09R4_TT961.POSST,5,48,0.39,4,45,QRLAB_11R4_QBS947.POSST,QRLAB_11R4_FT947.POSST,LQNCD_10R4_TC847,QRLAB_11R4_TC947,9
190,45,ARC,Q11,QRLAB_11R4_X43,LBALB_12R4_EH843.POSST,LBALB_12R4_TT843.POSST,QRLAB_11R4_CV943.POSST,0,QRLAA_13R4_PT961.POSST,QRLAA_13R4_PT991.POSST,QRLAB_11R4_TT943.POSST,QRLAA_13R4_TT961.POSST,5,41,0.39,4,53,QRLAB_11R4_QBS943.POSST,QRLAB_11R4_FT943.POSST,LBALB_12R4_TC843,QRLAB_11R4_TC943,6
191,45,ARC,Q12,QRLAA_13R4_X47,LQATI_12R4_EH847.POSST,LQATI_12R4_TT847.POSST,QRLAA_13R4_CV947.POSST,0,QRLAA_13R4_PT961.POSST,QRLAA_13R4_PT991.POSST,QRLAA_13R4_TT947.POSST,QRLAA_13R4_TT961.POSST,5,39,0.39,4,53,QRLAA_13R4_QBS947.POSST,QRLAA_13R4_FT947.POSST,LQATI_12R4_TC847,QRLAA_13R4_TC947,5
192,45,ARC,Q13,QRLAA_13R4_X43,LBALB_14R4_EH843.POSST,LBALB_14R4_TT843.POSST,QRLAA_13R4_CV943.POSST,0,QRLAA_13R4_PT961.POSST,QRLAA_13R4_PT991.POSST,QRLAA_13R4_TT943.POSST,QRLAA_13R4_TT961.POSST,5,32,0.39,4,53,QRLAA_13R4_QBS943.POSST,QRLAA_13R4_FT943.POSST,LBALB_14R4_TC843,QRLAA_13R4_TC943,9
193,45,ARC,Q14,QRLAB_15R4_X47,LQATI_14R4_EH847.POSST,LQATI_14R4_TT847.POSST,QRLAB_15R4_CV947.POSST,0,QRLAA_13R4_PT961.POSST,QRLAA_13R4_PT991.POSST,QRLAB_15R4_TT947.POSST,QRLAA_13R4_TT961.POSST,5,44,0.39,4,53,QRLAB_15R4_QBS947.POSST,QRLAB_15R4_FT947.POSST,LQATI_14R4_TC847,QRLAB_15R4_TC947,3
194,45,ARC,Q15,QRLAB_15R4_X43,LBALB_16R4_EH843.POSST,LBALB_16R4_TT843.POSST,QRLAB_15R4_CV943.POSST,0,QRLAA_17R4_PT961.POSST,QRLAA_17R4_PT991.POSST,QRLAB_15R4_TT943.POSST,QRLAA_17R4_TT961.POSST,5,45,0.39,4,53,QRLAB_15R4_QBS943.POSST,QRLAB_15R4_FT943.POSST,LBALB_16R4_TC843,QRLAB_15R4_TC943,8
195,45,ARC,Q16,QRLAA_17R4_X47,LQATI_16R4_EH847.POSST,LQATI_16R4_TT847.POSST,QRLAA_17R4_CV947.POSST,0,QRLAA_17R4_PT961.POSST,QRLAA_17R4_PT991.POSST,QRLAA_17R4_TT947.POSST,QRLAA_17R4_TT961.POSST,5,38,0.39,4,53,QRLAA_17R4_QBS947.POSST,QRLAA_17R4_FT947.POSST,LQATI_16R4_TC847,QRLAA_17R4_TC947,8
196,45,ARC,Q17,QRLAA_17R4_X43,LBALB_18R4_EH843.POSST,LBALB_18R4_TT843.POSST,QRLAA_17R4_CV943.POSST,0,QRLAA_17R4_PT961.POSST,QRLAA_17R4_PT991.POSST,QRLAA_17R4_TT943.POSST,QRLAA_17R4_TT961.POSST,5,44,0.39,4,53,QRLAA_17R4_QBS943.POSST,QRLAA_17R4_FT943.POSST,LBALB_18R4_TC843,QRLAA_17R4_TC943,11
197,45,ARC,Q18,QRLAB_19R4_X47,LQATI_18R4_EH847.POSST,LQATI_18R4_TT847.POSST,QRLAB_19R4_CV947.POSST,0,QRLAA_17R4_PT961.POSST,QRLAA_17R4_PT991.POSST,QRLAB_19R4_TT947.POSST,QRLAA_17R4_TT961.POSST,5,58,0.39,4,53,QRLAB_19R4_QBS947.POSST,QRLAB_19R4_FT947.POSST,LQATI_18R4_TC847,QRLAB_19R4_TC947,3
198,45,ARC,Q19,QRLAB_19R4_X43,LBALB_20R4_EH843.POSST,LBALB_20R4_TT843.POSST,QRLAB_19R4_CV943.POSST,0,QRLAA_21R4_PT961.POSST,QRLAA_21R4_PT991.POSST,QRLAB_19R4_TT943.POSST,QRLAA_21R4_TT961.POSST,5,43,0.39,4,53,QRLAB_19R4_QBS943.POSST,QRLAB_19R4_FT943.POSST,LBALB_20R4_TC843,QRLAB_19R4_TC943,1
199,45,ARC,Q20,QRLAA_21R4_X47,LQATI_20R4_EH847.POSST,LQATI_20R4_TT847.POSST,QRLAA_21R4_CV947.POSST,0,QRLAA_21R4_PT961.POSST,QRLAA_21R4_PT991.POSST,QRLAA_21R4_TT947.POSST,QRLAA_21R4_TT961.POSST,5,44,0.39,4,53,QRLAA_21R4_QBS947.POSST,QRLAA_21R4_FT947.POSST,LQATI_20R4_TC847,QRLAA_21R4_TC947,4
200,45,ARC,Q21,QRLAA_21R4_X43,LBALB_22R4_EH843.POSST,LBALB_22R4_TT843.POSST,QRLAA_21R4_CV943.POSST,0,QRLAA_21R4_PT961.POSST,QRLAA_21R4_PT991.POSST,QRLAA_21R4_TT943.POSST,QRLAA_21R4_TT961.POSST,5,45,0.39,4,53,QRLAA_21R4_QBS943.POSST,QRLAA_21R4_FT943.POSST,LBALB_22R4_TC843,QRLAA_21R4_TC943,1
201,45,ARC,Q22,QRLAB_23R4_X47,LQOAH_22R4_EH847.POSST,LQOAH_22R4_TT847.POSST,QRLAB_23R4_CV947.POSST,0,QRLAA_21R4_PT961.POSST,QRLAA_21R4_PT991.POSST,QRLAB_23R4_TT947.POSST,QRLAA_21R4_TT961.POSST,5,53,0.39,4,53,QRLAB_23R4_QBS947.POSST,QRLAB_23R4_FT947.POSST,LQOAH_22R4_TC847,QRLAB_23R4_TC947,3
202,45,ARC,Q23,QRLAB_23R4_X43,LBALB_24R4_EH843.POSST,LBALB_24R4_TT843.POSST,QRLAB_23R4_CV943.POSST,0,QRLAA_25R4_PT961.POSST,QRLAA_25R4_PT991.POSST,QRLAB_23R4_TT943.POSST,QRLAA_25R4_TT961.POSST,5,49,0.39,4,53,QRLAB_23R4_QBS943.POSST,QRLAB_23R4_FT943.POSST,LBALB_24R4_TC843,QRLAB_23R4_TC943,1
203,45,ARC,Q24,QRLAA_25R4_X47,LQOAH_24R4_EH847.POSST,LQOAH_24R4_TT847.POSST,QRLAA_25R4_CV947.POSST,0,QRLAA_25R4_PT961.POSST,QRLAA_25R4_PT991.POSST,QRLAA_25R4_TT947.POSST,QRLAA_25R4_TT961.POSST,5,47,0.39,4,53,QRLAA_25R4_QBS947.POSST,QRLAA_25R4_FT947.POSST,LQOAH_24R4_TC847,QRLAA_25R4_TC947,20
204,45,ARC,Q25,QRLAA_25R4_X43,LBALB_26R4_EH843.POSST,LBALB_26R4_TT843.POSST,QRLAA_25R4_CV943.POSST,0,QRLAA_25R4_PT961.POSST,QRLAA_25R4_PT991.POSST,QRLAA_25R4_TT943.POSST,QRLAA_25R4_TT961.POSST,5,34,0.39,4,53,QRLAA_25R4_QBS943.POSST,QRLAA_25R4_FT943.POSST,LBALB_26R4_TC843,QRLAA_25R4_TC943,1
205,45,ARC,Q26,QRLAB_27R4_X47,LQOAH_26R4_EH847.POSST,LQOAH_26R4_TT847.POSST,QRLAB_27R4_CV947.POSST,0,QRLAA_25R4_PT961.POSST,QRLAA_25R4_PT991.POSST,QRLAB_27R4_TT947.POSST,QRLAA_25R4_TT961.POSST,5,47,0.39,4,53,QRLAB_27R4_QBS947.POSST,QRLAB_27R4_FT947.POSST,LQOAH_26R4_TC847,QRLAB_27R4_TC947,2
206,45,ARC,Q27,QRLAB_27R4_X43,LBALB_28R4_EH843.POSST,LBALB_28R4_TT843.POSST,QRLAB_27R4_CV943.POSST,0,QRLAA_29R4_PT961.POSST,QRLAA_29R4_PT991.POSST,QRLAB_27R4_TT943.POSST,QRLAA_29R4_TT961.POSST,5,43,0.39,4,53,QRLAB_27R4_QBS943.POSST,QRLAB_27R4_FT943.POSST,LBALB_28R4_TC843,QRLAB_27R4_TC943,0
207,45,ARC,Q28,QRLAA_29R4_X47,LQOAH_28R4_EH847.POSST,LQOAH_28R4_TT847.POSST,QRLAA_29R4_CV947.POSST,0,QRLAA_29R4_PT961.POSST,QRLAA_29R4_PT991.POSST,QRLAA_29R4_TT947.POSST,QRLAA_29R4_TT961.POSST,5,42,0.39,4,53,QRLAA_29R4_QBS947.POSST,QRLAA_29R4_FT947.POSST,LQOAH_28R4_TC847,QRLAA_29R4_TC947,4
208,45,ARC,Q29,QRLAA_29R4_X43,LBALB_30R4_EH843.POSST,LBALB_30R4_TT843.POSST,QRLAA_29R4_CV943.POSST,0,QRLAA_29R4_PT961.POSST,QRLAA_29R4_PT991.POSST,QRLAA_29R4_TT943.POSST,QRLAA_29R4_TT961.POSST,5,37,0.39,4,53,QRLAA_29R4_QBS943.POSST,QRLAA_29R4_FT943.POSST,LBALB_30R4_TC843,QRLAA_29R4_TC943,3
209,45,ARC,Q30,QRLAC_31R4_X47,LQOAN_30R4_EH847.POSST,LQOAN_30R4_TT847.POSST,QRLAC_31R4_CV947.POSST,0,QRLAA_29R4_PT961.POSST,QRLAA_29R4_PT991.POSST,QRLAC_31R4_TT947.POSST,QRLAA_29R4_TT961.POSST,5,47,0.39,4,53,QRLAC_31R4_QBS947.POSST,QRLAC_31R4_FT947.POSST,LQOAN_30R4_TC847,QRLAC_31R4_TC947,5
210,45,ARC,Q31,QRLAC_31R4_X43,LBALB_32R4_EH843.POSST,LBALB_32R4_TT843.POSST,QRLAC_31R4_CV943.POSST,0,QRLAA_33L5_PT961.POSST,QRLAA_33L5_PT991.POSST,QRLAC_31R4_TT943.POSST,QRLAA_33L5_TT961.POSST,5,39,0.39,4,53,QRLAC_31R4_QBS943.POSST,QRLAC_31R4_FT943.POSST,LBALB_32R4_TC843,QRLAC_31R4_TC943,0
211,45,ARC,Q32,QRLAD_33R4_X47,LQOAH_32R4_EH847.POSST,LQOAH_32R4_TT847.POSST,QRLAD_33R4_CV947.POSST,0,QRLAA_33L5_PT961.POSST,QRLAA_33L5_PT991.POSST,QRLAD_33R4_TT947.POSST,QRLAA_33L5_TT961.POSST,5,48,0.39,4,53,QRLAD_33R4_QBS947.POSST,QRLAD_33R4_FT947.POSST,LQOAH_32R4_TC847,QRLAD_33R4_TC947,4
212,45,ARC,Q33,QRLAD_33R4_X43,LBALB_34R4_EH843.POSST,LBALB_34R4_TT843.POSST,QRLAD_33R4_CV943.POSST,0,QRLAA_33L5_PT961.POSST,QRLAA_33L5_PT991.POSST,QRLAD_33R4_TT943.POSST,QRLAA_33L5_TT961.POSST,5,64,0.39,4,53,QRLAD_33R4_QBS943.POSST,QRLAD_33R4_FT943.POSST,LBALB_34R4_TC843,QRLAD_33R4_TC943,16
213,45,ARC,Q34,QRLAA_33L5_X47,LQOAN_34R4_EH847.POSST,LQOAN_34R4_TT847.POSST,QRLAA_33L5_CV947.POSST,0,QRLAA_33L5_PT961.POSST,QRLAA_33L5_PT991.POSST,QRLAA_33L5_TT947.POSST,QRLAA_33L5_TT961.POSST,5,44,0.39,4,53,QRLAA_33L5_QBS947.POSST,QRLAA_33L5_FT947.POSST,LQOAN_34R4_TC847,QRLAA_33L5_TC947,10
214,45,ARC,Q33,QRLAA_33L5_X43,LBALB_33L5_EH843.POSST,LBALB_33L5_TT843.POSST,QRLAA_33L5_CV943.POSST,0,QRLAA_33L5_PT961.POSST,QRLAA_33L5_PT991.POSST,QRLAA_33L5_TT943.POSST,QRLAA_33L5_TT961.POSST,5,47,0.39,4,53,QRLAA_33L5_QBS943.POSST,QRLAA_33L5_FT943.POSST,LBALB_33L5_TC843,QRLAA_33L5_TC943,2
215,45,ARC,Q32,QRLAB_31L5_X47,LQOAN_32L5_EH847.POSST,LQOAN_32L5_TT847.POSST,QRLAB_31L5_CV947.POSST,0,QRLAA_33L5_PT961.POSST,QRLAA_33L5_PT991.POSST,QRLAB_31L5_TT947.POSST,QRLAA_33L5_TT961.POSST,5,40,0.39,4,53,QRLAB_31L5_QBS947.POSST,QRLAB_31L5_FT947.POSST,LQOAN_32L5_TC847,QRLAB_31L5_TC947,11
216,45,ARC,Q31,QRLAB_31L5_X43,LBALB_31L5_EH843.POSST,LBALB_31L5_TT843.POSST,QRLAB_31L5_CV943.POSST,0,QRLAA_29L5_PT961.POSST,QRLAA_29L5_PT991.POSST,QRLAB_31L5_TT943.POSST,QRLAA_29L5_TT961.POSST,5,34,0.39,4,53,QRLAB_31L5_QBS943.POSST,QRLAB_31L5_FT943.POSST,LBALB_31L5_TC843,QRLAB_31L5_TC943,2
217,45,ARC,Q30,QRLAA_29L5_X47,LQOAH_30L5_EH847.POSST,LQOAH_30L5_TT847.POSST,QRLAA_29L5_CV947.POSST,0,QRLAA_29L5_PT961.POSST,QRLAA_29L5_PT991.POSST,QRLAA_29L5_TT947.POSST,QRLAA_29L5_TT961.POSST,5,45,0.39,4,53,QRLAA_29L5_QBS947.POSST,QRLAA_29L5_FT947.POSST,LQOAH_30L5_TC847,QRLAA_29L5_TC947,4
218,45,ARC,Q29,QRLAA_29L5_X43,LBALB_29L5_EH843.POSST,LBALB_29L5_TT843.POSST,QRLAA_29L5_CV943.POSST,0,QRLAA_29L5_PT961.POSST,QRLAA_29L5_PT991.POSST,QRLAA_29L5_TT943.POSST,QRLAA_29L5_TT961.POSST,5,45,0.39,4,53,QRLAA_29L5_QBS943.POSST,QRLAA_29L5_FT943.POSST,LBALB_29L5_TC843,QRLAA_29L5_TC943,2
219,45,ARC,Q28,QRLAB_27L5_X47,LQOAN_28L5_EH847.POSST,LQOAN_28L5_TT847.POSST,QRLAB_27L5_CV947.POSST,0,QRLAA_29L5_PT961.POSST,QRLAA_29L5_PT991.POSST,QRLAB_27L5_TT947.POSST,QRLAA_29L5_TT961.POSST,5,48,0.39,4,53,QRLAB_27L5_QBS947.POSST,QRLAB_27L5_FT947.POSST,LQOAN_28L5_TC847,QRLAB_27L5_TC947,2
220,45,ARC,Q27,QRLAB_27L5_X43,LBALB_27L5_EH843.POSST,LBALB_27L5_TT843.POSST,QRLAB_27L5_CV943.POSST,0,QRLAA_25L5_PT961.POSST,QRLAA_25L5_PT991.POSST,QRLAB_27L5_TT943.POSST,QRLAA_25L5_TT961.POSST,5,37,0.39,4,53,QRLAB_27L5_QBS943.POSST,QRLAB_27L5_FT943.POSST,LBALB_27L5_TC843,QRLAB_27L5_TC943,1
221,45,ARC,Q26,QRLAA_25L5_X47,LQOAH_26L5_EH847.POSST,LQOAH_26L5_TT847.POSST,QRLAA_25L5_CV947.POSST,0,QRLAA_25L5_PT961.POSST,QRLAA_25L5_PT991.POSST,QRLAA_25L5_TT947.POSST,QRLAA_25L5_TT961.POSST,5,41,0.39,4,53,QRLAA_25L5_QBS947.POSST,QRLAA_25L5_FT947.POSST,LQOAH_26L5_TC847,QRLAA_25L5_TC947,4
222,45,ARC,Q25,QRLAA_25L5_X43,LBALB_25L5_EH843.POSST,LBALB_25L5_TT843.POSST,QRLAA_25L5_CV943.POSST,0,QRLAA_25L5_PT961.POSST,QRLAA_25L5_PT991.POSST,QRLAA_25L5_TT943.POSST,QRLAA_25L5_TT961.POSST,5,49,0.39,4,53,QRLAA_25L5_QBS943.POSST,QRLAA_25L5_FT943.POSST,LBALB_25L5_TC843,QRLAA_25L5_TC943,7
223,45,ARC,Q24,QRLAB_23L5_X47,LQOAH_24L5_EH847.POSST,LQOAH_24L5_TT847.POSST,QRLAB_23L5_CV947.POSST,0,QRLAA_25L5_PT961.POSST,QRLAA_25L5_PT991.POSST,QRLAB_23L5_TT947.POSST,QRLAA_25L5_TT961.POSST,5,52,0.39,4,53,QRLAB_23L5_QBS947.POSST,QRLAB_23L5_FT947.POSST,LQOAH_24L5_TC847,QRLAB_23L5_TC947,4
224,45,ARC,Q23,QRLAB_23L5_X43,LBALB_23L5_EH843.POSST,LBALB_23L5_TT843.POSST,QRLAB_23L5_CV943.POSST,0,QRLAA_21L5_PT961.POSST,QRLAA_21L5_PT991.POSST,QRLAB_23L5_TT943.POSST,QRLAA_21L5_TT961.POSST,5,47,0.39,4,53,QRLAB_23L5_QBS943.POSST,QRLAB_23L5_FT943.POSST,LBALB_23L5_TC843,QRLAB_23L5_TC943,2
225,45,ARC,Q22,QRLAA_21L5_X47,LQOAH_22L5_EH847.POSST,LQOAH_22L5_TT847.POSST,QRLAA_21L5_CV947.POSST,0,QRLAA_21L5_PT961.POSST,QRLAA_21L5_PT991.POSST,QRLAA_21L5_TT947.POSST,QRLAA_21L5_TT961.POSST,5,35,0.39,4,53,QRLAA_21L5_QBS947.POSST,QRLAA_21L5_FT947.POSST,LQOAH_22L5_TC847,QRLAA_21L5_TC947,9
226,45,ARC,Q21,QRLAA_21L5_X43,LBALB_21L5_EH843.POSST,LBALB_21L5_TT843.POSST,QRLAA_21L5_CV943.POSST,0,QRLAA_21L5_PT961.POSST,QRLAA_21L5_PT991.POSST,QRLAA_21L5_TT943.POSST,QRLAA_21L5_TT961.POSST,5,39,0.39,4,53,QRLAA_21L5_QBS943.POSST,QRLAA_21L5_FT943.POSST,LBALB_21L5_TC843,QRLAA_21L5_TC943,5
227,45,ARC,Q20,QRLAB_19L5_X47,LQATI_20L5_EH847.POSST,LQATI_20L5_TT847.POSST,QRLAB_19L5_CV947.POSST,0,QRLAA_21L5_PT961.POSST,QRLAA_21L5_PT991.POSST,QRLAB_19L5_TT947.POSST,QRLAA_21L5_TT961.POSST,5,45,0.39,4,53,QRLAB_19L5_QBS947.POSST,QRLAB_19L5_FT947.POSST,LQATI_20L5_TC847,QRLAB_19L5_TC947,4
228,45,ARC,Q19,QRLAB_19L5_X43,LBALB_19L5_EH843.POSST,LBALB_19L5_TT843.POSST,QRLAB_19L5_CV943.POSST,0,QRLAA_17L5_PT961.POSST,QRLAA_17L5_PT991.POSST,QRLAB_19L5_TT943.POSST,QRLAA_17L5_TT961.POSST,5,50,0.39,4,53,QRLAB_19L5_QBS943.POSST,QRLAB_19L5_FT943.POSST,LBALB_19L5_TC843,QRLAB_19L5_TC943,0
229,45,ARC,Q18,QRLAA_17L5_X47,LQATI_18L5_EH847.POSST,LQATI_18L5_TT847.POSST,QRLAA_17L5_CV947.POSST,0,QRLAA_17L5_PT961.POSST,QRLAA_17L5_PT991.POSST,QRLAA_17L5_TT947.POSST,QRLAA_17L5_TT961.POSST,5,42,0.39,4,53,QRLAA_17L5_QBS947.POSST,QRLAA_17L5_FT947.POSST,LQATI_18L5_TC847,QRLAA_17L5_TC947,6
230,45,ARC,Q17,QRLAA_17L5_X43,LBALB_17L5_EH843.POSST,LBALB_17L5_TT843.POSST,QRLAA_17L5_CV943.POSST,0,QRLAA_17L5_PT961.POSST,QRLAA_17L5_PT991.POSST,QRLAA_17L5_TT943.POSST,QRLAA_17L5_TT961.POSST,5,40,0.39,4,53,QRLAA_17L5_QBS943.POSST,QRLAA_17L5_FT943.POSST,LBALB_17L5_TC843,QRLAA_17L5_TC943,8
231,45,ARC,Q16,QRLAB_15L5_X47,LQATI_16L5_EH847.POSST,LQATI_16L5_TT847.POSST,QRLAB_15L5_CV947.POSST,0,QRLAA_17L5_PT961.POSST,QRLAA_17L5_PT991.POSST,QRLAB_15L5_TT947.POSST,QRLAA_17L5_TT961.POSST,5,37,0.39,4,53,QRLAB_15L5_QBS947.POSST,QRLAB_15L5_FT947.POSST,LQATI_16L5_TC847,QRLAB_15L5_TC947,0
232,45,ARC,Q15,QRLAB_15L5_X43,LBALB_15L5_EH843.POSST,LBALB_15L5_TT843.POSST,QRLAB_15L5_CV943.POSST,0,QRLAA_13L5_PT961.POSST,QRLAA_13L5_PT991.POSST,QRLAB_15L5_TT943.POSST,QRLAA_13L5_TT961.POSST,5,52,0.39,4,53,QRLAB_15L5_QBS943.POSST,QRLAB_15L5_FT943.POSST,LBALB_15L5_TC843,QRLAB_15L5_TC943,4
233,45,ARC,Q14,QRLAA_13L5_X47,LQATI_14L5_EH847.POSST,LQATI_14L5_TT847.POSST,QRLAA_13L5_CV947.POSST,0,QRLAA_13L5_PT961.POSST,QRLAA_13L5_PT991.POSST,QRLAA_13L5_TT947.POSST,QRLAA_13L5_TT961.POSST,5,36,0.39,4,53,QRLAA_13L5_QBS947.POSST,QRLAA_13L5_FT947.POSST,LQATI_14L5_TC847,QRLAA_13L5_TC947,9
234,45,ARC,Q13,QRLAA_13L5_X43,LBALB_13L5_EH843.POSST,LBALB_13L5_TT843.POSST,QRLAA_13L5_CV943.POSST,0,QRLAA_13L5_PT961.POSST,QRLAA_13L5_PT991.POSST,QRLAA_13L5_TT943.POSST,QRLAA_13L5_TT961.POSST,5,37,0.39,4,53,QRLAA_13L5_QBS943.POSST,QRLAA_13L5_FT943.POSST,LBALB_13L5_TC843,QRLAA_13L5_TC943,13
235,45,ARC,Q12,QRLAB_11L5_X47,LQATI_12L5_EH847.POSST,LQATI_12L5_TT847.POSST,QRLAB_11L5_CV947.POSST,0,QRLAA_13L5_PT961.POSST,QRLAA_13L5_PT991.POSST,QRLAB_11L5_TT947.POSST,QRLAA_13L5_TT961.POSST,5,35,0.39,4,53,QRLAB_11L5_QBS947.POSST,QRLAB_11L5_FT947.POSST,LQATI_12L5_TC847,QRLAB_11L5_TC947,0
236,45,ARC,Q11,QRLAB_11L5_X43,LBBLP_11L5_EH843.POSST,LBBLP_11L5_TT843.POSST,QRLAB_11L5_CV943.POSST,0,QRLBA_09L5_PT961.POSST,QRLBA_09L5_PT991.POSST,QRLAB_11L5_TT943.POSST,QRLBA_09L5_TT961.POSST,5,44,0.39,4,45,QRLAB_11L5_QBS943.POSST,QRLAB_11L5_FT943.POSST,LBBLP_11L5_TC843,QRLAB_11L5_TC943,4
237,45,ARC,Q10,QRLBA_09L5_X47,LQNCB_10L5_EH847.POSST,LQNCB_10L5_TT847.POSST,QRLBA_09L5_CV947.POSST,0,QRLBA_09L5_PT961.POSST,QRLBA_09L5_PT991.POSST,QRLBA_09L5_TT947.POSST,QRLBA_09L5_TT961.POSST,5,43,0.39,4,45,QRLBA_09L5_QBS947.POSST,QRLBA_09L5_FT947.POSST,LQNCB_10L5_TC847,QRLBA_09L5_TC947,1
238,45,ARC,Q9,QRLBA_09L5_X43,LBBLF_09L5_EH843.POSST,LBBLF_09L5_TT843.POSST,QRLBA_09L5_CV943.POSST,0,QRLBA_09L5_PT961.POSST,QRLBA_09L5_PT991.POSST,QRLBA_09L5_TT943.POSST,QRLBA_09L5_TT961.POSST,5,78,0.39,4,45,QRLBA_09L5_QBS943.POSST,QRLBA_09L5_FT943.POSST,LBBLF_09L5_TC843,QRLBA_09L5_TC943,48
239,45,LSS,Q8,QRLCB_07L5_X43,LQNCB_08L5_EH847.POSST,LQNCB_08L5_TT847.POSST,QRLCB_07L5_CV943.POSST,QRLCB_07L5_CV947.POSST,QRLBA_09L5_PT961.POSST,QRLBA_09L5_PT991.POSST,QRLCB_07L5_TT943.POSST,QRLBA_09L5_TT961.POSST,2,45,0.22,4,40,QRLCB_07L5_QBS947.POSST,QRLCB_07L5_FT947.POSST,LQNCB_08L5_TC847,QRLCB_07L5_TC943,x
240,45,LSS,Q7,QRLCB_07L5_X45,LQNFG_07L5_EH845.POSST,LQNFG_07L5_TT845.POSST,QRLCB_07L5_CV945.POSST,0,QRLBA_09L5_PT961.POSST,QRLBA_09L5_PT991.POSST,QRLCB_07L5_TT945.POSST,QRLBA_09L5_TT961.POSST,2,50,0.22,4,13.5,QRLCB_07L5_QBS945.POSST,QRLCB_07L5_FT945.POSST,LQNFG_07L5_TC845,QRLCB_07L5_TC945,x
