Nb,Sector,Type,magnet,Loop,QEH,T2,CV1,CV2,P1,P4,T3,T1,QS,R,Kvmax,nc,L,Qbs,MassFlow
275,56,ARC,Q33,QRLAD_33R5_X43,LBARB_34R5_EH843.POSST,LBARB_34R5_TT843.POSST,QRLAD_33R5_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAD_33R5_TT943.POSST,QRLAA_33L6_TT961.POSST,7,38,0.39,4,53,QRLAD_33R5_QBS943.POSST,QRLAD_33R5_FT943.POSST
276,56,ARC,Q34,QRLAA_33L6_X47,LQOAM_34R5_EH847.POSST,LQOAM_34R5_TT847.POSST,QRLAA_33L6_CV947.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAA_33L6_TT947.POSST,QRLAA_33L6_TT961.POSST,7,38,0.39,4,53,QRLAA_33L6_QBS947.POSST,QRLAA_33L6_FT947.POSST
277,56,ARC,Q33,QRLAA_33L6_X43,LBARB_33L6_EH843.POSST,LBARB_33L6_TT843.POSST,QRLAA_33L6_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAA_33L6_TT943.POSST,QRLAA_33L6_TT961.POSST,7,38,0.39,4,53,QRLAA_33L6_QBS943.POSST,QRLAA_33L6_FT943.POSST
278,56,ARC,Q32,QRLAB_31L6_X47,LQOAM_32L6_EH847.POSST,LQOAM_32L6_TT847.POSST,QRLAB_31L6_CV947.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAB_31L6_TT947.POSST,QRLAA_33L6_TT961.POSST,7,38,0.39,4,53,QRLAB_31L6_QBS947.POSST,QRLAB_31L6_FT947.POSST
279,56,ARC,Q31,QRLAB_31L6_X43,LBARB_31L6_EH843.POSST,LBARB_31L6_TT843.POSST,QRLAB_31L6_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAB_31L6_TT943.POSST,QRLAA_33L6_TT961.POSST,7,38,0.39,4,53,QRLAB_31L6_QBS943.POSST,QRLAB_31L6_FT943.POSST
280,56,ARC,Q30,QRLAA_29L6_X47,LQOAG_30L6_EH847.POSST,LQOAG_30L6_TT847.POSST,QRLAA_29L6_CV947.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAA_29L6_TT947.POSST,QRLAA_33L6_TT961.POSST,7,38,0.39,4,53,QRLAA_29L6_QBS947.POSST,QRLAA_29L6_FT947.POSST
281,56,ARC,Q29,QRLAA_29L6_X43,LBARB_29L6_EH843.POSST,LBARB_29L6_TT843.POSST,QRLAA_29L6_CV943.POSST,0,QRLAA_33L6_PT961.POSST,QRLAA_33L6_PT991.POSST,QRLAA_29L6_TT943.POSST,QRLAA_33L6_TT961.POSST,7,38,0.39,4,53,QRLAA_29L6_QBS943.POSST,QRLAA_29L6_FT943.POSST
282,56,ARC,Q28,QRLAB_27L6_X47,LQOAM_28L6_EH847.POSST,LQOAM_28L6_TT847.POSST,QRLAB_27L6_CV947.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAB_27L6_TT947.POSST,QRLAA_25L6_TT961.POSST,7,38,0.39,4,53,QRLAB_27L6_QBS947.POSST,QRLAB_27L6_FT947.POSST
283,56,ARC,Q27,QRLAB_27L6_X43,LBARB_27L6_EH843.POSST,LBARB_27L6_TT843.POSST,QRLAB_27L6_CV943.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAB_27L6_TT943.POSST,QRLAA_25L6_TT961.POSST,7,38,0.39,4,53,QRLAB_27L6_QBS943.POSST,QRLAB_27L6_FT943.POSST
284,56,ARC,Q26,QRLAA_25L6_X47,LQOAG_26L6_EH847.POSST,LQOAG_26L6_TT847.POSST,QRLAA_25L6_CV947.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAA_25L6_TT947.POSST,QRLAA_25L6_TT961.POSST,7,38,0.39,4,53,QRLAA_25L6_QBS947.POSST,QRLAA_25L6_FT947.POSST
285,56,ARC,Q25,QRLAA_25L6_X43,LBARB_25L6_EH843.POSST,LBARB_25L6_TT843.POSST,QRLAA_25L6_CV943.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAA_25L6_TT943.POSST,QRLAA_25L6_TT961.POSST,7,38,0.39,4,53,QRLAA_25L6_QBS943.POSST,QRLAA_25L6_FT943.POSST
286,56,ARC,Q24,QRLAB_23L6_X47,LQOAG_24L6_EH847.POSST,LQOAG_24L6_TT847.POSST,QRLAB_23L6_CV947.POSST,0,QRLAA_25L6_PT961.POSST,QRLAA_25L6_PT991.POSST,QRLAB_23L6_TT947.POSST,QRLAA_25L6_TT961.POSST,7,38,0.39,4,53,QRLAB_23L6_QBS947.POSST,QRLAB_23L6_FT947.POSST
287,56,ARC,Q23,QRLAB_23L6_X43,LBARB_23L6_EH843.POSST,LBARB_23L6_TT843.POSST,QRLAB_23L6_CV943.POSST,0,QRLAA_21L6_PT961.POSST,QRLAA_21L6_PT991.POSST,QRLAB_23L6_TT943.POSST,QRLAA_21L6_TT961.POSST,7,38,0.39,4,53,QRLAB_23L6_QBS943.POSST,QRLAB_23L6_FT943.POSST
288,56,ARC,Q22,QRLAA_21L6_X47,LQOAG_22L6_EH847.POSST,LQOAG_22L6_TT847.POSST,QRLAA_21L6_CV947.POSST,0,QRLAA_21L6_PT961.POSST,QRLAA_21L6_PT991.POSST,QRLAA_21L6_TT947.POSST,QRLAA_21L6_TT961.POSST,7,38,0.39,4,53,QRLAA_21L6_QBS947.POSST,QRLAA_21L6_FT947.POSST
289,56,ARC,Q21,QRLAA_21L6_X43,LBARB_21L6_EH843.POSST,LBARB_21L6_TT843.POSST,QRLAA_21L6_CV943.POSST,0,QRLAA_21L6_PT961.POSST,QRLAA_21L6_PT991.POSST,QRLAA_21L6_TT943.POSST,QRLAA_21L6_TT961.POSST,7,38,0.39,4,53,QRLAA_21L6_QBS943.POSST,QRLAA_21L6_FT943.POSST
290,56,ARC,Q20,QRLAB_19L6_X47,LQATH_20L6_EH847.POSST,LQATH_20L6_TT847.POSST,QRLAB_19L6_CV947.POSST,0,QRLAA_21L6_PT961.POSST,QRLAA_21L6_PT991.POSST,QRLAB_19L6_TT947.POSST,QRLAA_21L6_TT961.POSST,7,38,0.39,4,53,QRLAB_19L6_QBS947.POSST,QRLAB_19L6_FT947.POSST
291,56,ARC,Q19,QRLAB_19L6_X43,LBARB_19L6_EH843.POSST,LBARB_19L6_TT843.POSST,QRLAB_19L6_CV943.POSST,0,QRLAA_17L6_PT961.POSST,QRLAA_17L6_PT991.POSST,QRLAB_19L6_TT943.POSST,QRLAA_17L6_TT961.POSST,7,38,0.39,4,53,QRLAB_19L6_QBS943.POSST,QRLAB_19L6_FT943.POSST
292,56,ARC,Q18,QRLAA_17L6_X47,LQATH_18L6_EH847.POSST,LQATH_18L6_TT847.POSST,QRLAA_17L6_CV947.POSST,0,QRLAA_17L6_PT961.POSST,QRLAA_17L6_PT991.POSST,QRLAA_17L6_TT947.POSST,QRLAA_17L6_TT961.POSST,7,38,0.39,4,53,QRLAA_17L6_QBS947.POSST,QRLAA_17L6_FT947.POSST
293,56,ARC,Q17,QRLAA_17L6_X43,LBARB_17L6_EH843.POSST,LBARB_17L6_TT843.POSST,QRLAA_17L6_CV943.POSST,0,QRLAA_17L6_PT961.POSST,QRLAA_17L6_PT991.POSST,QRLAA_17L6_TT943.POSST,QRLAA_17L6_TT961.POSST,7,38,0.39,4,53,QRLAA_17L6_QBS943.POSST,QRLAA_17L6_FT943.POSST
294,56,ARC,Q16,QRLAB_15L6_X47,LQATH_16L6_EH847.POSST,LQATH_16L6_TT847.POSST,QRLAB_15L6_CV947.POSST,0,QRLAA_17L6_PT961.POSST,QRLAA_17L6_PT991.POSST,QRLAB_15L6_TT947.POSST,QRLAA_17L6_TT961.POSST,7,38,0.39,4,53,QRLAB_15L6_QBS947.POSST,QRLAB_15L6_FT947.POSST
295,56,ARC,Q15,QRLAB_15L6_X43,LBARB_15L6_EH843.POSST,LBARB_15L6_TT843.POSST,QRLAB_15L6_CV943.POSST,0,QRLAA_13L6_PT961.POSST,QRLAA_13L6_PT991.POSST,QRLAB_15L6_TT943.POSST,QRLAA_13L6_TT961.POSST,7,38,0.39,4,53,QRLAB_15L6_QBS943.POSST,QRLAB_15L6_FT943.POSST
296,56,ARC,Q14,QRLAA_13L6_X47,LQATH_12L6_EH847.POSST,LQATH_12L6_TT847.POSST,QRLAA_13L6_CV947.POSST,0,QRLAA_13L6_PT961.POSST,QRLAA_13L6_PT991.POSST,QRLAA_13L6_TT947.POSST,QRLAA_13L6_TT961.POSST,7,38,0.39,4,53,QRLAA_13L6_QBS947.POSST,QRLAA_13L6_FT947.POSST
297,56,ARC,Q13,QRLAA_13L6_X43,LBARB_13L6_EH843.POSST,LBARB_13L6_TT843.POSST,QRLAA_13L6_CV943.POSST,0,QRLAA_13L6_PT961.POSST,QRLAA_13L6_PT991.POSST,QRLAA_13L6_TT943.POSST,QRLAA_13L6_TT961.POSST,7,38,0.39,4,53,QRLAA_13L6_QBS943.POSST,QRLAA_13L6_FT943.POSST
298,56,ARC,Q12,QRLAB_11L6_X47,LQATH_12L6_EH847.POSST,LQATH_12L6_TT847.POSST,QRLAB_11L6_CV947.POSST,0,QRLAA_13L6_PT961.POSST,QRLAA_13L6_PT991.POSST,QRLAB_11L6_TT947.POSST,QRLAA_13L6_TT961.POSST,7,38,0.39,4,53,QRLAB_11L6_QBS947.POSST,QRLAB_11L6_FT947.POSST
299,56,ARC,Q11,QRLAB_11L6_X43,LBBRB_11L6_EH843.POSST,LBBRB_11L6_TT843.POSST,QRLAB_11L6_CV943.POSST,0,QRLBA_10L6_PT961.POSST,QRLBA_10L6_PT991.POSST,QRLAB_11L6_TT943.POSST,QRLBA_10L6_TT961.POSST,7,38,0.39,4,45,QRLAB_11L6_QBS943.POSST,QRLAB_11L6_FT943.POSST
300,56,ARC,Q10,QRLBA_10L6_X43,LBBRM_10L6_EH843.POSST,LBBRM_10L6_TT843.POSST,QRLBA_10L6_CV943.POSST,0,QRLBA_10L6_PT961.POSST,QRLBA_10L6_PT991.POSST,QRLBA_10L6_TT943.POSST,QRLBA_10L6_TT961.POSST,7,38,0.39,4,45,QRLBA_10L6_QBS943.POSST,QRLBA_10L6_FT943.POSST
301,56,ARC,Q9,QRLBA_10L6_X47,LBBRF_09L6_EH845.POSST,LBBRF_09L6_TT845.POSST,QRLBA_10L6_CV947.POSST,0,QRLBA_10L6_PT961.POSST,QRLBA_10L6_PT991.POSST,QRLBA_10L6_TT947.POSST,QRLBA_10L6_TT961.POSST,7,38,0.39,4,45,QRLBA_10L6_QBS947.POSST,QRLBA_10L6_FT947.POSST
302,56,LSS,Q8,QRLCD_05L6_X47,LQNCE_08L6_EH847.POSST,LQNCE_08L6_TT847.POSST,QRLCD_05L6_CV947.POSST,QRLCD_05L6_CV943.POSST,QRLBA_10L6_PT961.POSST,QRLBA_10L6_PT991.POSST,QRLCD_05L6_TT947.POSST,QRLBA_10L6_TT961.POSST,2,40,0.22,4,40,QRLCD_05L6_QBS947.POSST,QRLCD_05L6_FT947.POSST
303,56,LSS,Q5,QRLEA_05L6_X47,LQYAC_05L6_EH847.POSST,LQYAC_05L6_TT847A.POSST,QRLEA_05L6_CV947.POSST,0,QRLEA_05L6_PT961.POSST,QRLEA_05L6_PT991.POSST,QRLEA_05L6_TT947.POSST,QRLEA_05L6_TT961.POSST,4,20,0.03,4,6.945,QRLEA_05L6_QBS947.POSST,QRLEA_05L6_FT947.POSST
304,56,LSS,Q4,QRLEA_04L6_X47,LQYAD_04L6_EH847.POSST,LQYAD_04L6_TT847A.POSST,QRLEA_04L6_CV947.POSST,0,QRLEA_04L6_PT961.POSST,QRLEA_04L6_PT991.POSST,QRLEA_04L6_TT947.POSST,QRLEA_04L6_TT961.POSST,4,50,0.03,4,6.945,QRLEA_04L6_QBS947.POSST,QRLEA_04L6_FT947.POSST
305,67,LSS,Q4,QRLEA_04R6_X47,LQYAC_04R6_EH847.POSST,LQYAC_04R6_TT847A.POSST,QRLEA_04R6_CV947.POSST,0,QRLEA_04R6_PT961.POSST,QRLEA_04R6_PT991.POSST,QRLEA_04R6_TT947.POSST,QRLEA_04R6_TT961.POSST,0,100,0.03,4,6.945,QRLEA_04R6_QBS947.POSST,QRLEA_04R6_FT947.POSST
306,67,LSS,Q5,QRLEA_05R6_X47,LQYAD_05R6_EH847.POSST,LQYAD_05R6_TT847A.POSST,QRLEA_05R6_CV947.POSST,0,QRLEA_05R6_PT961.POSST,QRLEA_05R6_PT991.POSST,QRLEA_05R6_TT947.POSST,QRLEA_05R6_TT961.POSST,5,100,0.03,4,6.945,QRLEA_05R6_QBS947.POSST,QRLEA_05R6_FT947.POSST
307,67,LSS,Q7,QRLCH_05R6_X43,LBBRF_08R6_EH843.POSST,LBBRF_08R6_TT843.POSST,QRLCH_05R6_CV943.POSST,QRLCH_05R6_CV947.POSST,QRLBA_10R6_PT961.POSST,QRLBA_10R6_PT991.POSST,QRLCH_05R6_TT947.POSST,QRLBA_10R6_TT961.POSST,2,40,0.26,4,40,QRLCH_05R6_QBS943.POSST,QRLCH_05R6_FT943.POSST
308,67,ARC,Q8,QRLBA_10R6_X43,LQNKB_09R6_EH847.POSST,LQNKB_09R6_TT847.POSST,QRLBA_10R6_CV943.POSST,0,QRLBA_10R6_PT961.POSST,QRLBA_10R6_PT991.POSST,QRLBA_10R6_TT943.POSST,QRLBA_10R6_TT961.POSST,7,38,0.39,4,45,QRLBA_10R6_QBS943.POSST,QRLBA_10R6_FT943.POSST
309,67,ARC,Q9,QRLBA_10R6_X47,LQNCA_08R6_EH845.POSST,LQNCA_08R6_TT845.POSST,QRLBA_10R6_CV947.POSST,0,QRLBA_10R6_PT961.POSST,QRLBA_10R6_PT991.POSST,QRLBA_10R6_TT947.POSST,QRLBA_10R6_TT961.POSST,7,38,0.39,4,45,QRLBA_10R6_QBS947.POSST,QRLBA_10R6_FT947.POSST
310,67,ARC,Q10,QRLAB_11R6_X47,LQNEA_10R6_EH847.POSST,LQNEA_10R6_TT847.POSST,QRLAB_11R6_CV947.POSST,0,QRLBA_10R6_PT961.POSST,QRLBA_10R6_PT991.POSST,QRLAB_11R6_TT947.POSST,QRLBA_10R6_TT961.POSST,7,38,0.39,4,45,QRLAB_11R6_QBS947.POSST,QRLAB_11R6_FT947.POSST
311,67,ARC,Q11,QRLAB_11R6_X43,LBARB_12R6_EH843.POSST,LBARB_12R6_TT843.POSST,QRLAB_11R6_CV943.POSST,0,QRLAA_13R6_PT961.POSST,QRLAA_13R6_PT991.POSST,QRLAB_11R6_TT943.POSST,QRLAA_13R6_TT961.POSST,7,38,0.39,4,53,QRLAB_11R6_QBS943.POSST,QRLAB_11R6_FT943.POSST
312,67,ARC,Q12,QRLAA_13R6_X47,LQATT_12R6_EH847.POSST,LQATT_12R6_TT847.POSST,QRLAA_13R6_CV947.POSST,0,QRLAA_13R6_PT961.POSST,QRLAA_13R6_PT991.POSST,QRLAA_13R6_TT947.POSST,QRLAA_13R6_TT961.POSST,7,38,0.39,4,53,QRLAA_13R6_QBS947.POSST,QRLAA_13R6_FT947.POSST
313,67,ARC,Q13,QRLAA_13R6_X43,LBARB_14R6_EH843.POSST,LBARB_14R6_TT843.POSST,QRLAA_13R6_CV943.POSST,0,QRLAA_13R6_PT961.POSST,QRLAA_13R6_PT991.POSST,QRLAA_13R6_TT943.POSST,QRLAA_13R6_TT961.POSST,7,38,0.39,4,53,QRLAA_13R6_QBS943.POSST,QRLAA_13R6_FT943.POSST
314,67,ARC,Q14,QRLAB_15R6_X47,LQATT_14R6_EH847.POSST,LQATT_14R6_TT847.POSST,QRLAB_15R6_CV947.POSST,0,QRLAA_13R6_PT961.POSST,QRLAA_13R6_PT991.POSST,QRLAB_15R6_TT947.POSST,QRLAA_13R6_TT961.POSST,7,38,0.39,4,53,QRLAB_15R6_QBS947.POSST,QRLAB_15R6_FT947.POSST
315,67,ARC,Q15,QRLAB_15R6_X43,LBARB_16R6_EH843.POSST,LBARB_16R6_TT843.POSST,QRLAB_15R6_CV943.POSST,0,QRLAA_17R6_PT961.POSST,QRLAA_17R6_PT991.POSST,QRLAB_15R6_TT943.POSST,QRLAA_17R6_TT961.POSST,7,38,0.39,4,53,QRLAB_15R6_QBS943.POSST,QRLAB_15R6_FT943.POSST
316,67,ARC,Q16,QRLAA_17R6_X47,LQATT_16R6_EH847.POSST,LQATT_16R6_TT847.POSST,QRLAA_17R6_CV947.POSST,0,QRLAA_17R6_PT961.POSST,QRLAA_17R6_PT991.POSST,QRLAA_17R6_TT947.POSST,QRLAA_17R6_TT961.POSST,7,38,0.39,4,53,QRLAA_17R6_QBS947.POSST,QRLAA_17R6_FT947.POSST
317,67,ARC,Q17,QRLAA_17R6_X43,LBARB_18R6_EH843.POSST,LBARB_18R6_TT843.POSST,QRLAA_17R6_CV943.POSST,0,QRLAA_17R6_PT961.POSST,QRLAA_17R6_PT991.POSST,QRLAA_17R6_TT943.POSST,QRLAA_17R6_TT961.POSST,7,38,0.39,4,53,QRLAA_17R6_QBS943.POSST,QRLAA_17R6_FT943.POSST
318,67,ARC,Q18,QRLAB_19R6_X47,LQATT_18R6_EH847.POSST,LQATT_18R6_TT847.POSST,QRLAB_19R6_CV947.POSST,0,QRLAA_17R6_PT961.POSST,QRLAA_17R6_PT991.POSST,QRLAB_19R6_TT947.POSST,QRLAA_17R6_TT961.POSST,7,38,0.39,4,53,QRLAB_19R6_QBS947.POSST,QRLAB_19R6_FT947.POSST
319,67,ARC,Q19,QRLAB_19R6_X43,LBARB_20R6_EH843.POSST,LBARB_20R6_TT843.POSST,QRLAB_19R6_CV943.POSST,0,QRLAA_21R6_PT961.POSST,QRLAA_21R6_PT991.POSST,QRLAB_19R6_TT943.POSST,QRLAA_21R6_TT961.POSST,7,38,0.39,4,53,QRLAB_19R6_QBS943.POSST,QRLAB_19R6_FT943.POSST
320,67,ARC,Q20,QRLAA_21R6_X47,LQATT_20R6_EH847.POSST,LQATT_20R6_TT847.POSST,QRLAA_21R6_CV947.POSST,0,QRLAA_21R6_PT961.POSST,QRLAA_21R6_PT991.POSST,QRLAA_21R6_TT947.POSST,QRLAA_21R6_TT961.POSST,7,38,0.39,4,53,QRLAA_21R6_QBS947.POSST,QRLAA_21R6_FT947.POSST
321,67,ARC,Q21,QRLAA_21R6_X43,LBARB_22R6_EH843.POSST,LBARB_22R6_TT843.POSST,QRLAA_21R6_CV943.POSST,0,QRLAA_21R6_PT961.POSST,QRLAA_21R6_PT991.POSST,QRLAA_21R6_TT943.POSST,QRLAA_21R6_TT961.POSST,7,38,0.39,4,53,QRLAA_21R6_QBS943.POSST,QRLAA_21R6_FT943.POSST
